Måling,Dato,Ap,Høyre,Frp,SV,Sp,KrF,Venstre,MDG,Rødt,Andre,Year,Month
Norstat/VL,2020-05-28,25.8,26.2,12.1,5.5,15.0,3.2,2.0,5.0,4.6,0.6,2020,5
Sentio/NA / Amedia,2020-05-19,25.5,26.0,11.0,7.1,13.5,4.0,3.3,4.4,3.3,2.0,2020,5
Opinion/DA / FF / ANB,2020-05-13,26.7,28.3,9.6,6.6,12.0,3.6,2.7,5.6,3.7,1.3,2020,5
Norfakta/Nat. / KK,2020-05-09,25.1,26.9,9.1,8.0,13.5,4.1,3.3,4.4,4.3,1.3,2020,5
Norstat/NRK / Aftenp,2020-05-06,24.7,26.5,10.1,6.6,15.3,3.2,3.1,5.2,3.3,1.8,2020,5
Respons/VG,2020-05-06,27.0,26.5,9.4,6.2,14.7,3.6,3.0,5.0,3.5,1.1,2020,5
Verian/TV2,2020-05-02,26.8,28.0,8.0,5.6,14.6,3.0,3.4,3.9,5.3,1.4,2020,5
Ipsos/Dagbladet,2020-06-25,25.0,25.2,11.0,8.2,13.3,3.2,3.1,5.9,3.0,2.1,2020,6
Norstat/VL,2020-06-24,24.9,24.8,11.5,6.8,13.0,4.3,2.7,4.8,4.9,2.4,2020,6
Sentio/NA / Amedia,2020-06-18,24.2,24.2,11.3,6.9,14.0,2.5,4.4,5.4,5.1,2.0,2020,6
Opinion/DA / FF / ANB,2020-06-10,25.2,24.4,10.4,7.2,14.6,3.9,3.5,5.6,4.3,0.8,2020,6
Norfakta/Nat. / KK,2020-06-06,23.5,24.1,12.3,7.2,14.6,4.5,3.0,3.9,4.9,2.0,2020,6
Respons/VG,2020-06-06,23.5,24.2,12.4,6.8,14.5,3.7,3.1,5.3,4.7,1.8,2020,6
Norstat/NRK / Aftenp,2020-06-02,23.4,25.8,12.0,6.9,14.6,3.4,2.4,5.6,4.8,1.1,2020,6
Verian/TV2,2020-06-02,23.5,27.3,11.9,7.3,13.8,3.5,1.6,4.8,4.7,1.7,2020,6
Norfakta/Nat. / KK,2020-07-11,27.3,23.9,10.5,6.9,13.7,3.8,3.5,4.9,4.2,1.2,2020,7
Verian/TV2,2020-07-01,20.8,27.7,10.6,8.1,12.7,3.9,2.9,5.2,5.8,2.3,2020,7
Norstat/VL,2020-08-26,24.0,26.8,9.7,7.9,14.0,3.7,3.2,4.9,4.2,1.7,2020,8
Ipsos/Dagbladet,2020-08-21,24.8,24.3,11.7,7.1,13.9,3.5,3.1,5.8,4.4,1.4,2020,8
Sentio/NA / Amedia,2020-08-18,23.1,28.7,12.8,8.0,12.6,2.6,2.1,3.9,4.1,2.0,2020,8
Respons/VG,2020-08-13,25.5,23.0,10.4,7.6,14.4,3.9,3.6,5.2,3.8,2.6,2020,8
Norstat/NRK / Aftenp,2020-08-12,24.2,24.7,13.0,6.8,13.8,4.1,2.8,4.7,3.8,2.2,2020,8
Verian/TV2,2020-08-11,25.4,25.0,9.4,7.5,15.0,4.5,2.3,5.2,4.6,1.6,2020,8
Norfakta/Nat. / KK,2020-08-08,26.6,23.5,12.5,7.2,13.2,3.6,2.5,6.1,4.1,0.7,2020,8
Opinion/DA / FF / ANB,2020-08-05,24.6,27.7,9.8,6.1,15.1,3.3,3.1,4.6,4.3,1.4,2020,8
InFact/AN / BA / iFinnm. / Nidaros,2020-08-05,21.8,25.1,9.3,7.3,14.1,5.2,3.7,5.4,5.8,2.3,2020,8
Norstat/NRK / Aftenp,2020-09-30,21.7,24.1,14.4,7.1,13.1,3.0,3.6,4.9,5.2,2.9,2020,9
Ipsos/Dagbladet,2020-09-25,22.4,22.7,13.9,8.4,15.2,4.6,3.6,3.5,3.6,2.4,2020,9
Norstat/VL,2020-09-23,22.6,25.3,13.3,7.8,14.3,4.1,3.2,4.2,3.4,1.8,2020,9
Sentio/NA / Amedia,2020-09-16,21.8,24.8,14.7,7.2,14.6,3.5,2.6,4.3,4.0,2.4,2020,9
Opinion/DA / FF / ANB,2020-09-09,19.9,27.0,10.3,6.9,16.0,3.9,2.5,7.5,4.4,1.7,2020,9
Norfakta/Nat. / KK,2020-09-05,24.7,25.6,12.8,8.1,13.4,4.1,2.9,3.5,3.3,1.6,2020,9
Verian/TV2,2020-09-02,24.7,19.6,11.4,9.6,13.6,3.9,3.2,5.7,5.5,2.8,2020,9
Norstat/NRK / Aftenp,2020-09-01,24.0,28.3,11.4,8.1,12.2,2.8,3.4,4.1,3.8,1.8,2020,9
Respons/VG,2020-09-01,24.3,24.8,11.5,6.8,14.7,3.3,4.0,4.5,3.9,2.2,2020,9
Norstat/NRK / Aftenp,2020-10-27,23.5,25.2,12.3,7.9,14.9,3.3,3.3,4.3,3.3,2.2,2020,10
Norstat/VL,2020-10-22,23.5,24.3,13.2,6.0,16.6,3.4,3.0,3.7,4.1,2.1,2020,10
Ipsos/Dagbladet,2020-10-22,19.5,22.3,12.7,6.3,17.8,3.7,2.6,4.7,5.4,5.0,2020,10
Sentio/NA / Amedia,2020-10-14,20.8,23.6,13.5,6.6,19.8,3.5,3.3,4.2,3.3,1.4,2020,10
Norfakta/Nat. / KK,2020-10-10,21.0,22.9,13.1,6.6,17.0,3.4,3.9,5.6,4.4,2.0,2020,10
Opinion/DA / FF / ANB,2020-10-06,22.0,27.4,12.5,7.3,14.2,2.9,4.2,3.1,4.6,1.8,2020,10
Verian/TV2,2020-10-05,18.4,24.0,12.8,7.2,16.2,5.1,4.3,4.7,6.1,1.1,2020,10
Respons/VG,2020-10-01,22.7,26.5,11.6,8.1,14.0,3.1,3.6,4.6,4.3,1.5,2020,10
Norstat/NRK / Aftenp,2020-11-25,21.2,25.2,11.6,7.0,20.2,2.2,2.7,3.6,5.0,1.3,2020,11
Ipsos/Dagbladet,2020-11-20,21.5,20.4,11.9,7.4,18.6,3.4,4.6,5.3,3.1,3.8,2020,11
Norstat/VL,2020-11-19,20.9,21.9,12.6,7.4,19.3,2.9,3.0,4.2,4.0,3.7,2020,11
Opinion/DA / FF / ANB,2020-11-11,20.4,24.6,10.9,8.1,17.8,4.2,3.4,5.0,4.2,1.5,2020,11
Norfakta/Nat. / KK,2020-11-07,23.4,24.7,11.2,6.7,17.7,3.4,2.5,4.0,4.1,2.3,2020,11
Sentio/NA / Amedia,2020-11-03,21.9,25.0,13.4,7.6,16.4,4.2,3.0,3.5,3.4,1.7,2020,11
Respons/VG,2020-11-02,22.0,21.6,13.9,5.7,18.9,3.5,3.9,4.9,4.1,1.5,2020,11
Verian/TV2,2020-11-02,20.5,22.1,11.5,7.8,19.8,2.8,4.1,4.0,4.9,2.5,2020,11
Norstat/VL,2020-12-17,21.4,21.8,12.1,8.0,21.3,3.8,3.1,3.8,3.3,1.4,2020,12
Ipsos/Dagbladet,2020-12-17,21.1,18.9,12.9,7.5,22.3,3.8,3.5,3.9,3.7,2.4,2020,12
Opinion/DA / FF / ANB,2020-12-09,21.8,22.9,10.9,6.9,22.2,3.4,2.4,4.5,3.8,1.3,2020,12
Norfakta/Nat. / KK,2020-12-05,21.1,23.0,12.4,7.1,20.1,2.6,2.9,4.3,4.1,2.4,2020,12
Sentio/NA / Amedia,2020-12-02,22.4,26.5,8.8,7.0,18.4,3.4,2.9,4.0,4.0,2.6,2020,12
Verian/TV2,2020-12-01,20.4,20.2,8.8,8.1,22.1,3.3,4.0,4.0,6.4,2.8,2020,12
Respons/VG,2020-12-01,20.3,22.9,10.9,8.1,20.5,3.8,4.1,4.5,3.7,1.2,2020,12
Norstat/VL,2021-01-28,24.2,25.6,10.0,7.6,19.6,2.7,1.6,3.0,3.8,1.9,2021,1
Ipsos/Dagbladet,2021-01-28,20.4,25.4,9.5,7.7,21.4,2.9,2.5,1.8,5.3,3.1,2021,1
Sentio/NA / Amedia,2021-01-19,21.3,23.0,8.4,7.8,19.6,2.9,2.6,6.5,3.3,4.6,2021,1
InFact/NA / Amedia,2021-01-14,18.4,24.1,8.6,8.7,20.5,4.7,2.1,5.8,4.0,3.1,2021,1
Opinion/DA / FF / ANB,2021-01-13,19.0,26.9,9.8,8.0,20.1,3.4,2.7,3.4,4.4,2.3,2021,1
Verian/TV2,2021-01-11,22.4,24.2,7.4,7.6,21.7,3.3,2.3,3.4,5.3,2.2,2021,1
Norfakta/Nat. / KK,2021-01-09,17.5,24.3,11.1,8.2,22.6,3.4,2.7,4.5,3.1,2.6,2021,1
Respons/VG,2021-01-07,20.5,26.5,9.3,7.7,19.2,3.4,3.4,3.8,3.4,2.8,2021,1
Norstat/NRK / Aftenp,2021-01-05,20.1,22.6,11.3,8.9,21.3,3.7,2.5,3.9,3.7,2.0,2021,1
Ipsos/Dagbladet,2021-02-25,20.3,23.1,12.9,7.8,17.7,3.3,4.6,3.7,2.7,3.9,2021,2
Norstat/VL,2021-02-24,20.6,27.6,8.3,6.1,18.6,3.6,2.3,5.2,4.8,3.0,2021,2
Sentio/NA / Amedia,2021-02-16,21.0,26.9,7.5,8.6,18.4,3.3,2.7,4.7,3.8,3.0,2021,2
Opinion/DA / FF / ANB,2021-02-10,24.6,25.1,8.1,7.4,19.1,3.2,3.2,4.0,2.9,2.5,2021,2
Norfakta/Nat. / KK,2021-02-06,21.3,27.3,6.4,7.5,19.7,2.7,4.0,5.0,3.8,2.3,2021,2
Norstat/NRK / Aftenp,2021-02-03,20.7,22.8,8.3,8.3,21.9,3.5,2.4,4.8,3.9,3.3,2021,2
Respons/VG,2021-02-02,22.8,26.3,8.7,7.3,18.8,3.4,1.9,3.8,4.2,2.8,2021,2
Verian/TV2,2021-02-01,20.0,25.3,7.7,5.9,19.9,2.8,4.2,5.0,5.2,4.1,2021,2
Norstat/NRK / Aftenp,2021-03-31,23.3,25.2,10.2,6.9,16.6,3.2,4.0,4.9,3.8,1.8,2021,3
Ipsos/Dagbladet,2021-03-25,24.3,20.9,11.5,7.4,16.7,2.9,2.9,3.4,4.9,5.1,2021,3
Norstat/VL,2021-03-24,20.5,23.8,9.9,7.5,20.5,4.1,2.4,3.3,4.1,4.1,2021,3
Sentio/NA / Amedia,2021-03-16,23.5,22.7,12.0,7.8,18.6,2.4,2.9,3.3,4.1,2.7,2021,3
Respons/VG,2021-03-11,22.2,27.8,7.8,7.7,18.6,2.5,3.3,3.6,4.7,1.8,2021,3
Opinion/DA / FF / ANB,2021-03-10,22.7,22.8,9.2,7.8,20.7,2.9,2.2,4.1,4.9,2.6,2021,3
Norfakta/Nat. / KK,2021-03-06,24.3,23.9,10.0,7.5,17.7,2.7,3.9,3.5,3.8,2.9,2021,3
Verian/TV2,2021-03-02,18.2,25.6,7.2,8.6,19.2,3.3,2.9,4.0,6.8,4.2,2021,3
Norstat/NRK / Aftenp,2021-03-02,21.0,24.6,9.7,7.4,22.2,3.9,2.8,3.9,2.8,1.6,2021,3
Norstat/VL,2021-04-29,25.6,21.8,10.0,7.4,17.8,3.8,3.1,3.6,3.7,3.2,2021,4
Ipsos/Dagbladet,2021-04-29,23.5,20.4,9.5,8.5,17.5,4.0,3.7,3.9,4.5,4.5,2021,4
Norstat/NRK,2021-04-22,23.3,24.7,11.1,7.0,17.1,3.4,2.9,3.9,3.7,3.0,2021,4
Sentio/NA / Amedia,2021-04-20,24.8,24.1,10.0,7.3,17.1,3.1,2.9,4.4,4.1,2.1,2021,4
Opinion/DA / FF / ANB,2021-04-14,23.1,21.7,9.5,7.7,19.0,3.1,3.3,5.7,4.0,3.0,2021,4
Respons/BT / VG,2021-04-13,25.4,26.6,8.3,7.7,14.0,3.2,3.2,4.4,4.8,2.4,2021,4
Norfakta/Nat. / KK,2021-04-10,22.5,24.2,10.5,9.8,18.8,2.4,1.9,4.1,4.0,1.7,2021,4
Verian/TV2,2021-04-08,20.6,24.2,10.2,8.4,18.7,4.1,2.3,4.3,4.4,2.7,2021,4
Norstat/DN,2021-05-28,24.5,22.8,10.9,7.8,16.2,2.9,3.2,5.3,3.9,2.6,2021,5
Ipsos/Dagbladet,2021-05-28,25.7,21.1,10.1,7.6,16.4,3.3,2.6,4.7,4.0,4.5,2021,5
Norstat/VL,2021-05-27,25.0,23.7,9.9,7.5,16.2,3.6,2.7,2.6,4.9,4.0,2021,5
Sentio/NA / Amedia,2021-05-19,25.3,22.1,12.0,7.3,14.6,3.8,3.4,5.1,4.6,1.7,2021,5
Opinion/DA / FF / ANB,2021-05-13,25.6,22.0,8.7,9.3,16.3,4.1,3.3,5.0,4.4,1.4,2021,5
Respons/VG,2021-05-11,21.5,22.0,10.8,8.0,18.3,4.1,3.6,4.2,4.0,3.5,2021,5
Norfakta/Nat. / KK,2021-05-08,24.4,23.9,10.0,8.0,14.8,3.9,3.9,3.8,4.2,3.1,2021,5
Norstat/NRK / Aftenp,2021-05-04,23.1,21.1,11.3,8.8,17.5,4.2,3.1,4.0,4.4,2.4,2021,5
Verian/TV2,2021-05-03,21.1,24.3,8.6,8.1,18.4,4.5,4.1,2.1,4.6,4.1,2021,5
Norstat/DN,2021-06-25,27.0,21.1,9.4,8.8,15.0,3.5,2.5,4.2,4.9,3.5,2021,6
Norstat/VL,2021-06-23,24.9,22.1,9.6,8.4,17.5,2.7,2.6,2.8,5.8,3.5,2021,6
Sentio/NA / Amedia,2021-06-16,23.9,21.9,10.1,7.0,18.7,3.3,2.8,5.0,4.8,2.4,2021,6
Respons/BT / VG,2021-06-15,23.6,21.4,10.5,8.2,18.2,3.3,2.8,3.7,4.6,3.7,2021,6
Norstat/NRK,2021-06-14,24.1,23.0,10.2,7.8,17.7,3.6,2.7,3.7,4.2,3.2,2021,6
Opinion/DA / FF / ANB,2021-06-09,24.3,22.8,10.3,6.1,18.7,3.7,2.3,4.7,4.7,2.5,2021,6
Norfakta/Nat. / KK,2021-06-05,23.5,22.3,10.9,8.1,17.6,2.9,2.9,4.0,5.6,2.3,2021,6
Norstat/NRK / Aftenp,2021-06-02,24.5,21.2,10.7,7.3,17.0,3.0,3.1,4.2,5.9,3.0,2021,6
Verian/TV2,2021-06-01,24.7,18.2,9.8,8.5,17.5,3.4,4.1,4.5,6.5,2.7,2021,6
Norstat/DN,2021-07-30,26.9,19.5,11.6,8.0,15.0,3.0,3.6,4.1,5.5,2.8,2021,7
Norfakta/Nat. / KK,2021-07-10,23.8,20.2,10.3,8.8,16.9,3.1,4.0,3.9,6.0,3.0,2021,7
Verian/TV2,2021-07-05,22.4,19.7,10.6,7.3,19.1,3.8,2.8,4.9,5.4,4.1,2021,7
Ipsos/Dagbladet,2021-07-02,23.9,20.7,7.2,6.6,19.3,2.7,3.4,5.0,5.5,5.7,2021,7
Verian/TV2,2021-08-29,22.6,19.2,11.8,10.2,11.5,3.8,4.4,5.0,7.2,4.3,2021,8
Ipsos/Dagbladet,2021-08-27,23.6,20.0,12.5,9.7,12.5,2.6,3.4,6.3,4.6,4.7,2021,8
Norstat/DN,2021-08-26,26.2,20.0,11.3,8.0,12.0,3.3,4.9,5.7,4.9,3.8,2021,8
Respons/BT / VG,2021-08-26,26.6,21.1,9.4,6.7,11.9,4.4,4.5,6.7,5.3,3.4,2021,8
Verian/TV2,2021-08-25,22.4,20.5,10.7,9.9,11.2,3.7,4.8,5.3,6.3,5.2,2021,8
Sentio/Nettavisen,2021-08-24,23.9,19.1,9.8,8.8,13.2,3.9,3.8,7.2,5.4,4.9,2021,8
Norstat/Aftenp.,2021-08-23,26.8,18.9,10.5,9.5,12.8,3.6,3.8,5.3,4.7,4.2,2021,8
Verian/TV2,2021-08-22,22.7,19.7,9.3,9.5,13.0,3.4,4.4,5.1,5.9,7.0,2021,8
Respons/BT / VG,2021-08-19,24.9,20.3,11.6,9.5,11.3,4.2,5.0,5.8,4.7,2.7,2021,8
Norstat/NRK / Aftenp,2021-08-17,22.1,21.9,8.6,7.6,17.1,2.9,4.1,6.7,3.2,5.8,2021,8
Verian/TV2,2021-08-15,22.8,21.2,7.7,9.3,13.7,5.1,3.4,6.3,5.1,5.6,2021,8
Norstat/NRK,2021-08-12,25.5,21.1,10.9,6.9,16.2,3.1,3.3,4.3,4.9,3.9,2021,8
Norstat/DN,2021-08-12,24.0,19.1,10.1,8.6,16.1,3.2,4.3,5.9,4.6,4.1,2021,8
Respons/VG,2021-08-12,24.8,18.9,11.4,9.4,15.3,3.3,4.0,5.1,4.3,3.5,2021,8
Opinion/DA / FF / ANB,2021-08-11,22.6,21.2,9.3,8.8,19.2,4.0,3.8,3.5,3.8,3.8,2021,8
Verian/TV2,2021-08-09,23.5,18.2,9.3,8.6,16.4,3.8,3.2,4.5,7.5,5.0,2021,8
Norfakta/Nat. / KK,2021-08-07,23.7,20.8,10.9,8.6,15.8,2.8,4.5,4.5,5.3,3.0,2021,8
Norstat/VL,2021-09-29,27.3,20.8,11.2,8.7,12.8,3.5,4.3,4.4,4.0,3.2,2021,9
Sentio/NA / Amedia,2021-09-24,28.2,20.0,11.2,7.5,12.0,3.1,4.1,5.5,5.4,2.9,2021,9
Verian/TV2,2021-09-11,24.6,19.0,12.3,8.7,12.7,3.8,4.5,5.1,5.7,3.6,2021,9
Norfakta/Nat. / KK,2021-09-11,24.0,19.1,11.8,8.2,14.8,3.6,3.8,5.9,5.4,3.5,2021,9
Opinion/DA / FF / ANB,2021-09-10,26.9,18.9,11.9,7.7,14.8,3.3,4.5,4.8,4.6,2.5,2021,9
Verian/TV2,2021-09-10,24.5,19.4,11.3,9.1,13.2,4.2,4.4,4.9,5.9,3.3,2021,9
Ipsos/Dagbladet,2021-09-09,22.9,17.0,11.8,11.8,12.2,4.2,6.1,4.3,6.0,3.7,2021,9
Verian/TV2,2021-09-09,23.9,19.1,10.9,9.2,12.7,4.9,4.8,4.7,6.7,3.3,2021,9
Norstat/NRK,2021-09-09,24.7,20.4,12.0,8.9,11.9,4.2,4.9,4.9,4.9,3.1,2021,9
Norstat/DN,2021-09-09,24.6,18.8,11.9,9.0,11.6,3.9,5.8,4.9,4.6,4.9,2021,9
Respons/BT / VG,2021-09-09,26.6,18.0,12.4,9.4,11.1,4.5,3.9,4.2,6.0,3.9,2021,9
Verian/TV2,2021-09-08,23.7,19.1,11.2,9.3,13.4,4.5,4.6,4.7,6.4,3.1,2021,9
Verian/TV2,2021-09-07,23.8,18.6,11.1,8.9,13.8,4.3,4.8,5.0,6.2,3.7,2021,9
Norstat/NRK / Aftenp,2021-09-07,23.9,18.5,12.4,8.6,14.3,3.4,3.6,5.4,5.2,4.7,2021,9
Verian/TV2,2021-09-06,23.3,19.4,10.9,9.5,14.0,4.1,4.7,4.7,5.6,3.8,2021,9
Verian/TV2,2021-09-05,23.4,20.5,10.0,9.4,14.0,3.6,4.6,4.3,5.4,4.9,2021,9
Respons/BT / VG,2021-09-02,23.2,20.1,11.5,10.4,12.6,3.6,5.5,4.9,4.6,3.6,2021,9
Verian/TV2,2021-09-02,23.2,21.2,9.0,9.5,12.4,4.3,4.8,5.0,5.1,5.4,2021,9
Norstat/Aftenp.,2021-09-01,23.1,19.6,11.3,10.6,12.2,4.7,4.5,4.8,5.0,3.9,2021,9
Norstat/VL,2021-09-01,23.7,19.0,11.5,10.0,12.6,3.7,4.9,5.8,5.4,3.4,2021,9
Verian/TV2,2021-09-01,23.4,21.5,10.7,9.7,11.0,4.1,4.8,5.0,4.9,4.9,2021,9
Ipsos/Dagbladet,2021-10-31,25.7,20.7,9.8,8.3,15.0,4.0,4.1,3.4,4.9,4.0,2021,10
Norstat/VL,2021-10-27,28.0,21.1,11.0,8.9,13.2,3.1,4.7,3.2,4.7,2.2,2021,10
Respons/VG,2021-10-20,26.7,21.2,10.3,9.3,12.4,3.4,5.4,3.7,4.8,2.8,2021,10
Sentio/NA / Amedia,2021-10-20,27.4,21.0,11.0,8.6,12.8,2.7,4.6,3.9,4.8,3.2,2021,10
Opinion/DA / FF / ANB,2021-10-13,25.8,21.5,11.0,8.5,13.1,3.8,4.7,3.8,5.3,2.6,2021,10
Norfakta/Nat. / KK,2021-10-09,26.0,20.6,11.6,8.9,13.7,4.1,4.3,3.5,4.7,2.6,2021,10
Verian/TV2,2021-10-05,27.9,18.9,11.7,8.3,13.2,3.2,4.3,4.2,5.4,2.9,2021,10
Norstat/NRK / Aftenp,2021-10-05,25.6,20.5,12.0,9.0,13.1,3.4,4.5,3.7,4.9,3.4,2021,10
Ipsos/Dagbladet,2021-11-29,24.0,22.3,11.3,9.3,13.4,2.5,4.5,4.2,5.4,3.1,2021,11
Norstat/VL,2021-11-24,24.3,20.5,13.0,9.9,11.6,3.4,4.4,3.4,6.5,3.1,2021,11
Sentio/NA / Amedia,2021-11-18,27.3,20.7,11.1,8.5,11.4,3.9,5.0,4.1,5.1,2.9,2021,11
Respons/VG,2021-11-17,25.5,21.7,11.0,8.5,13.1,2.8,5.2,4.1,4.8,3.3,2021,11
Opinion/DA / FF / ANB,2021-11-10,26.0,20.9,12.0,8.8,13.3,3.6,4.8,3.0,5.3,2.2,2021,11
Norfakta/Nat. / KK,2021-11-06,27.9,21.7,10.0,8.2,12.7,3.3,4.7,4.1,4.6,2.8,2021,11
Norstat/NRK / Aftenp,2021-11-03,26.8,21.2,9.8,8.2,14.0,3.0,4.4,4.2,5.9,2.5,2021,11
Verian/TV2,2021-11-02,26.8,21.4,11.5,8.6,12.0,3.2,4.3,3.7,5.3,3.2,2021,11
InFact/Nettavisen,2021-12-23,21.6,25.4,13.8,9.1,9.9,3.2,4.7,3.4,6.1,2.8,2021,12
Norstat/VL,2021-12-21,22.7,23.3,11.0,9.3,10.1,3.6,5.3,3.7,7.6,3.4,2021,12
Ipsos/Dagbladet,2021-12-20,20.7,24.8,12.8,9.4,10.4,2.9,6.3,2.8,5.8,4.1,2021,12
Respons/VG,2021-12-15,22.6,26.3,11.4,10.4,10.0,3.4,4.0,3.5,6.1,2.3,2021,12
Sentio/NA / Amedia,2021-12-14,25.0,23.0,11.7,8.1,9.9,3.5,5.8,3.5,5.6,3.8,2021,12
Norfakta/Nat. / KK,2021-12-11,21.7,24.8,11.1,9.6,12.3,3.5,5.1,3.6,5.1,3.2,2021,12
Opinion/DA / FF / ANB,2021-12-09,23.9,23.1,11.1,9.2,12.0,3.1,4.8,3.0,6.9,3.0,2021,12
Verian/TV2,2021-12-07,23.4,24.6,10.0,9.8,10.7,3.4,5.1,3.3,4.9,4.8,2021,12
Norstat/NRK / Aftenp,2021-12-01,25.0,22.1,12.0,10.3,12.4,2.6,3.5,3.7,5.0,3.3,2021,12
Ipsos/Dagbladet,2022-01-27,22.4,24.3,12.6,9.9,10.2,3.3,3.4,4.2,6.1,3.6,2022,1
Norstat/VL,2022-01-26,20.8,27.1,11.2,8.5,8.8,3.1,3.7,3.5,9.5,3.8,2022,1
Sentio/NA / Amedia,2022-01-18,22.3,25.6,12.0,9.2,9.3,5.0,4.1,3.8,5.8,3.0,2022,1
Opinion/DA / FF / ANB,2022-01-12,18.9,26.6,12.8,9.7,9.4,2.8,4.2,4.8,7.8,2.9,2022,1
Respons/VG,2022-01-11,23.5,25.6,10.6,9.4,9.8,2.7,4.4,4.3,6.6,3.1,2022,1
Verian/TV2,2022-01-10,21.7,23.7,11.4,9.1,10.7,2.9,5.1,4.3,6.2,4.8,2022,1
Norfakta/Nat. / KK,2022-01-08,24.3,24.9,10.9,8.4,9.9,3.7,4.4,3.6,7.1,2.9,2022,1
Norstat/NRK / Aftenp,2022-01-05,21.1,24.7,13.9,9.2,9.8,3.2,4.9,3.3,6.2,3.6,2022,1
Norstat/VL,2022-02-24,22.8,25.4,11.3,8.3,7.5,2.4,4.6,3.0,10.5,4.3,2022,2
Respons/VG,2022-02-15,22.0,25.3,12.5,8.9,8.2,3.0,3.5,3.3,9.4,3.9,2022,2
Sentio/NA / Amedia,2022-02-15,21.9,24.9,11.4,10.6,7.9,3.1,4.9,3.3,8.1,3.8,2022,2
Opinion/DA / FF / ANB,2022-02-09,21.9,25.8,9.8,8.2,9.5,3.6,4.4,3.3,10.3,3.1,2022,2
Norfakta/Nat. / KK,2022-02-05,23.4,25.8,12.2,8.5,7.2,3.7,5.0,2.6,8.4,3.3,2022,2
Norstat/NRK / Aftenp,2022-02-02,20.0,26.2,12.2,10.4,8.7,3.6,3.8,3.3,8.3,3.5,2022,2
Verian/TV2,2022-02-01,21.2,25.4,11.4,9.7,9.0,3.3,4.8,3.0,8.4,3.8,2022,2
Norstat/NRK / Aftenp,2022-03-29,20.9,27.3,12.5,7.8,8.5,4.6,4.1,4.2,6.9,3.2,2022,3
Ipsos/Dagbladet,2022-03-24,24.0,26.4,13.2,7.1,7.6,3.1,4.3,2.6,6.6,5.1,2022,3
Norstat/VL,2022-03-23,22.6,28.6,11.2,5.9,6.6,3.3,3.9,4.2,8.5,5.2,2022,3
Respons/VG,2022-03-15,23.0,25.5,13.3,7.4,8.0,3.6,4.9,4.2,6.5,3.6,2022,3
Sentio/NA / Amedia,2022-03-15,22.5,27.5,10.4,8.7,9.2,2.5,4.9,2.9,7.2,4.1,2022,3
Opinion/DA / FF / ANB,2022-03-09,23.6,26.9,11.6,6.5,7.5,3.8,4.3,4.4,8.0,3.4,2022,3
Norfakta/Nat. / KK,2022-03-05,21.8,25.8,11.1,8.7,9.7,3.1,5.1,4.3,7.3,3.1,2022,3
Norstat/NRK / Aftenp,2022-03-02,22.6,24.9,10.9,7.9,9.1,4.2,4.3,3.4,8.9,4.0,2022,3
Ipsos/Dagbladet,2022-03-02,25.5,26.8,10.5,8.1,8.0,2.7,4.7,2.8,8.1,2.9,2022,3
Verian/TV2,2022-03-01,21.7,26.4,10.0,9.5,8.4,3.9,5.1,3.6,7.8,3.6,2022,3
Ipsos/Dagbladet,2022-04-30,23.8,26.2,10.6,8.6,9.4,3.4,5.5,3.9,5.9,2.7,2022,4
Norstat/VL,2022-04-28,20.9,28.3,14.3,9.6,5.5,3.1,4.3,3.2,6.6,4.2,2022,4
Sentio/NA / Amedia,2022-04-11,24.5,27.6,11.2,6.0,8.6,3.2,5.7,3.9,5.7,3.6,2022,4
Norfakta/Nat. / KK,2022-04-09,23.8,29.6,11.3,8.7,6.1,2.5,4.4,3.3,7.2,3.1,2022,4
Respons/VG,2022-04-08,23.1,27.6,13.3,7.8,8.0,4.0,3.7,2.9,6.2,3.4,2022,4
Opinion/DA / FF / ANB,2022-04-06,25.8,25.6,12.7,7.1,7.1,3.4,5.6,3.2,6.4,3.2,2022,4
Verian/TV2,2022-04-04,23.2,27.7,13.9,8.3,6.6,3.3,4.3,3.4,5.0,4.4,2022,4
Norstat/NRK / Aftenp,2022-05-31,21.8,26.7,13.0,9.7,6.3,3.2,5.4,3.6,5.4,5.0,2022,5
Ipsos/Dagbladet,2022-05-31,21.6,25.7,13.0,8.4,7.4,3.6,6.1,4.1,6.9,3.1,2022,5
Norstat/VL,2022-05-25,23.9,26.8,12.8,7.3,6.1,4.7,4.7,3.0,6.5,4.3,2022,5
Sentio/NA / Amedia,2022-05-18,21.3,28.8,13.4,7.1,8.4,3.5,4.9,3.2,6.0,3.3,2022,5
Opinion/DA / FF / ANB,2022-05-11,22.8,27.0,13.9,7.9,6.9,4.4,3.8,2.6,6.8,3.8,2022,5
Respons/VG,2022-05-10,22.1,29.0,12.8,8.4,6.4,3.8,4.4,3.3,5.7,4.1,2022,5
Norfakta/Nat. / KK,2022-05-07,23.1,26.4,13.0,7.9,8.0,3.6,4.9,3.5,6.0,3.6,2022,5
Norstat/NRK / Aftenp,2022-05-04,24.8,26.5,13.0,7.6,6.6,3.0,5.0,3.3,6.7,3.6,2022,5
Verian/TV2,2022-05-03,23.1,28.4,11.5,8.2,7.4,3.5,4.4,4.1,6.5,2.7,2022,5
Ipsos/Dagbladet,2022-06-30,23.1,26.8,14.8,9.0,4.7,3.6,4.0,3.5,6.3,4.2,2022,6
Norstat/VL,2022-06-23,20.5,29.1,15.8,8.5,7.3,2.6,3.5,3.8,5.3,3.6,2022,6
